lon,lat,distance_km,x_santiago_km,relief_m,resolution
-74.50134770889488,-33.45891,510.0982197320169,-356.12540780929896,-3860.4079455525753,01m
-74.47978436657682,-33.45891,512.0986049074364,-354.1250226302906,-3831.616753369268,01m
-74.45822102425876,-33.45891,514.098990082856,-352.12463745128224,-3841.632435309974,01m
-74.4366576819407,-33.45891,516.0993752582755,-350.12425227227385,-3907.8116897573987,01m
-74.41509433962264,-33.45891,518.0997604336962,-348.1238670932654,-3907.013035849035,01m
-74.39353099730458,-33.45891,520.1001456091158,-346.123481914257,-3870.4597291104983,01m
-74.37196765498652,-33.45891,522.1005307845353,-344.1230967352486,-3832.578591644199,01m
-74.35040431266846,-33.45891,524.1009159599548,-342.12271155624023,-3812.307054716971,01m
-74.3288409703504,-33.45891,526.1013011353743,-340.12232637723184,-3812.275898652292,01m
-74.30727762803234,-33.45891,528.1016863107939,-338.1219411982234,-3824.319276549876,01m
-74.28571428571429,-33.45891,530.1020714862134,-336.12155601921637,-3868.7069999999753,01m
-74.26415094339623,-33.45891,532.1024566616329,-334.1211708402079,-3950.063666037742,01m
-74.24258760107817,-33.45891,534.1028418370524,-332.12078566119953,-4041.5270150943306,01m
-74.22102425876011,-33.45891,536.103227012472,-330.12040048219114,-4121.319768733133,01m
-74.19946091644205,-33.45891,538.1036121878915,-328.12001530318275,-4169.048830727768,01m
-74.17789757412399,-33.45891,540.103997363311,-326.11963012417436,-4182.498646900267,01m
-74.15633423180593,-33.45891,542.1043825387318,-324.119244945166,-4169.190177897562,01m
-74.13477088948787,-33.45891,544.1047677141513,-322.1188597661576,-4150.23993800538,01m
-74.11320754716981,-33.45891,546.1051528895708,-320.1184745871492,-4127.038852830172,01m
-74.09164420485175,-33.45891,548.1055380649904,-318.11808940814075,-4074.9197525606382,01m
-74.07008086253369,-33.45891,550.1059232404099,-316.11770422913236,-4045.895369811321,01m
-74.04851752021563,-33.45891,552.1063084158307,-314.11731905012397,-4063.5050161725185,01m
-74.02695417789758,-33.45891,554.106693591249,-312.1169338711169,-4071.7490911051286,01m
-74.00539083557952,-33.45891,556.1070787666686,-310.1165486921085,-4042.8268455525754,01m
-73.98382749326146,-33.45891,558.1074639420881,-308.1161635131001,-4012.975956064687,01m
-73.9622641509434,-33.45891,560.1078491175076,-306.1157783340917,-4003.952928301882,01m
-73.94070080862534,-33.45891,562.1082342929271,-304.1153931550833,-4031.1258552560726,01m
-73.91913746630728,-33.45891,564.1086194683479,-302.11500797607493,-4031.366005121292,01m
-73.89757412398922,-33.45891,566.1090046437674,-300.11462279706654,-4043.7206765498654,01m
-73.87601078167116,-33.45891,568.109389819187,-298.1142376180581,-4036.0921218328763,01m
-73.8544474393531,-33.45891,570.1097749946065,-296.1138524390497,-4023.49517951482,01m
-73.83288409703503,-33.45891,572.110160170026,-294.1134672600413,-4019.208350943397,01m
-73.81132075471697,-33.45891,574.1105453454455,-292.1130820810329,-4017.4811113207543,01m
-73.78975741239893,-33.45891,576.1109305208639,-290.11269690202585,-4004.299447708909,01m
-73.76819407008087,-33.45891,578.1113156962847,-288.11231172301746,-3939.4850617250786,01m
-73.7466307277628,-33.45891,580.1117008717042,-286.11192654400907,-3898.686982749322,01m
-73.72506738544475,-33.45891,582.1120860471237,-284.1115413650007,-3920.244108355805,01m
-73.70350404312669,-33.45891,584.1124712225433,-282.1111561859923,-3939.117789487871,01m
-73.68194070080862,-33.45891,586.1128563979628,-280.11077100698384,-3945.6996919137464,01m
-73.66037735849056,-33.45891,588.1132415733836,-278.11038582797545,-3948.677416981138,01m
-73.6388140161725,-33.45891,590.1136267488031,-276.11000064896706,-3965.0960636118652,01m
-73.61725067385444,-33.45891,592.1140119242226,-274.1096154699587,-3943.2663913746333,01m
-73.59568733153638,-33.45891,594.1143970996421,-272.1092302909503,-3940.09162021563,01m
-73.57412398921832,-33.45891,596.1147822750617,-270.1088451119419,-3945.2055528301858,01m
-73.55256064690028,-33.45891,598.11516745048,-268.1084599329348,-3958.1544423180553,01m
